,,company name,From WCIDWMD,From WCIDWMD,,,,,,type POST or PRE,does the student continue the work they started during their degree? etc
2019,Accountant,Evernest,,,,,,https://evernest.ca/,,,
2019,Project Advisor,Exxon Mobil,,,,,,https://corporate.exxonmobil.com/careers,,,
2019,Project Analyst,Exxon Mobil,,,,,,https://corporate.exxonmobil.com/careers,,,
2019,Finance Intern,EY,,,,,,https://www.ey.com/en_ca/careers,,,
2019,Intern ,Fair Trade Laos,,,,,,https://www.linkedin.com/company/fair-trade-laos/,,,
2019,Data Analyst,Faith Wilson Group,,,,,,https://faithwilson.com/build-your-business/,,,
2019,Intern,Family Planning Association of India,,,,,,https://fpaindia.org/careers/work-with-us,,,
2019,Accounting Services Intern,FCB Global,,,,,,https://www.fcb.com/careers/,,,
2019,Marketing Associate,Ferring International Centre SA,,,,,,https://www.ferring.com/join-us/,,,
2019,"Fund Anaylst, Intern",Fieldhouse Capital Management,,,,,,https://www.fieldhousecap.com/,,,
2019,Student Analyst - Economics/Policy,Finance Canada,,,,,,https://www.canada.ca/en/services/jobs/opportunities/government.html,,,
2019,Database Consultant ,First Steps Health Society ,,,,,,https://www.firststepscanada.org/,,,
2019,"Senior Manager, Ancillary Revenue",Flair Airlines,,,,,,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=b969f000-deee-43ae-b41e-ea6f47ea7487&ccId=19000101_000001&lang=en_CA,,,
2019,Intern,Foreign and Commonwealth Office,,,,,,https://www.gov.uk/government/organisations/foreign-commonwealth-office,,,
2019,Sales Strategy & Analytics Intern,Franklin Templeton Investments,,,,,,https://www.franklintempleton.ca/en-ca,,,
2019,First Year Summer Student,Gardiner Roberts LLP,,,,,,https://www.grllp.com/page/careers,,,
2019,Trade Commissioner Assistant,Global Affairs Canada,,,,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,,
2019,Digital Strategy Lead,Google,,,,,,https://www.google.com/about/careers/applications/jobs/results#!t=jo&jid=127025001&,,,
2019,Agency Account Strategist,Google,,,,,,https://www.google.com/about/careers/applications/jobs/results#!t=jo&jid=127025001&,,,
2019,Senior Strategist,Google,,,,,,https://www.google.com/about/careers/applications/jobs/results#!t=jo&jid=127025001&,,,
2019,Policy Analyst,Google,,,,,,https://www.google.com/about/careers/applications/jobs/results#!t=jo&jid=127025001&,,,
2019,Techincal Solutionals Specialist,Google,,,,,,https://www.google.com/about/careers/applications/jobs/results#!t=jo&jid=127025001&,,,
2019,Private Equity Analyst,Gopher Asset,,,,,,https://www.gopherasset.com/en-us,,,
2019,Senior Policy Analyst,Government of British Columbia,,,,,,https://www2.gov.bc.ca/gov/content/careers-myhr/job-seekers/current-job-postings,,,
2019,CEO & Co-Founder,Greenlite,,,,,,https://www.greenlite.ai/careers,,,
2019,Waitress,Hanppy Tofu Pot House,,,,,,https://hanppytofupot.com/,,,
2019,Research Analyst,Henslow,,,,,,https://henslow.com/careers/,,,
2019,Team Assistant,"HollisWealth, Scotiabank",,,,,,https://www.scotiabank.com/careers/en/careers.html,,,
2019,General Manager & Financial Consultant,Hotel Bethel Puertra del Cielo,,,,,,https://hotelbethelpuertadelcielo.com-website.com/,,,
2019,Marketing Consultant,Hotel Bethel Puertra del Cielo,,,,,,https://hotelbethelpuertadelcielo.com-website.com/,,,
2019,Sales Manager ,Hotel Bethel Puertra del Cielo,,,,,,https://hotelbethelpuertadelcielo.com-website.com/,,,
2019,Personal Banker,HSBC,,,,,,https://www.hsbc.com/careers,,,
2019,Premium Banker,HSBC,,,,,,https://www.hsbc.com/careers,,,
2019,Personal Banker,HSBC,,,,,,https://www.hsbc.com/careers,,,
2019,Senior Business Operations Analyst,Humi,,,,,,https://www.hsbc.com/careers,,,
2019,Internet Finance Department Intern,ICBC Credit Suisse Asset Management,,,,,,https://www.icbcubs.com.hk/,,,
2019,Analyst Manager,iData Research,,,,,,https://idataresearch.com/careers/,,,
2019,Analyst Team Leader,iData Research,,,,,,https://idataresearch.com/careers/,,,
2019,Senior Research Analyst,iData Research,,,,,,https://idataresearch.com/careers/,,,
2019,Research Analyst,iData Research,,,,,,https://idataresearch.com/careers/,,,
2019,Sales Analyst Team Leader,iData Research ,,,,,,https://idataresearch.com/careers/,,,
2019,Senior Research analyst ,iData Research ,,,,,,https://idataresearch.com/careers/,,,
2019,Research Analyst ,iData Research ,,,,,,https://idataresearch.com/careers/,,,
2019,Global Science and Academic Analyst Intern,Illuminate Consuling Group,,,,,,https://www.illuminateconsultinggroup.biz/jobs-internships/,,,
2019,Business Analyst,Imperial Oil,,,,,,https://www.imperialoil.ca/careers/careers,,,
2019,Systems Controls Analyst,Imperial Oil,,,,,,https://www.imperialoil.ca/careers/careers,,,
2019,Business Development Associate,InGenius Prep,,,,,,https://ingeniusprep.com/careers/,,,
2019,Senior Advisor,"Innovation, Science, and Economic Development Canada",,,,,,https://ised-isde.canada.ca/site/job-opportunities/en,,,
2019,Policy Analyst,"Innovation, Science, and Economic Development Canada",,,,,,https://ised-isde.canada.ca/site/job-opportunities/en,,,
2019,Researcher,Institute for Health Metrics and Evalutation,,,,,,https://www.healthdata.org/about/careers,,,
2019,Post-Bachelor Fellow,Institute for Health Metrics and Evalutation,,,,,,https://www.healthdata.org/about/careers,,,
2019,Analyst,InterVISTAS Consulting,,,,,,https://www.intervistas.com/careers/,,,
2019,Summer Analyst ,InterVISTAS Consulting ,,,,,,https://www.intervistas.com/careers/,,,
2019,Associate,Invictus Accounting Group LLP,,,,,,https://www.invictusaccounting.com/careers/,,,
2019,Program Assistant,JiZhongZhi Science and Tech Co. Ltd.,,,,,,https://www.jotun.com/ww-en/about-jotun/career/join-us,,,
2019,Customer Service Representative,Jotun,,,,,,,,,
2019,Consultant,Kearney,,,,,,https://www.kearney.com/careers,,,
2019,Technician,Kerkhoff Techonologies Inc.,,,,,,https://www.improvingit.ca/careers,,,
2019,Archival Assistant and Cultural Interpreter,Kilby General Store Museum,,,,,,https://kilby.ca/experience/general-store-museum/,,,
2019,Office Administator ,Kings Auto Lease LTd.,,,,,,https://www.kingsautolease.com/,,,
2019,Senior Consultant,KPMG,,,,,,https://kpmg.com/ca/en/home/careers.html,,,
2019,Consultant,KPMG,,,,,,https://kpmg.com/ca/en/home/careers.html,,,
2019,"Manager, Transfer Pricing Consulting",KPMG,,,,,,https://kpmg.com/ca/en/home/careers.html,,,
2019,"Manager, Global Transfer Pricing and Economic Services",KPMG,,,,,,https://kpmg.com/ca/en/home/careers.html,,,
2019,"Senior Consultant, Global Transfer Pricing & Economic Services",KPMG,,,,,,https://kpmg.com/ca/en/home/careers.html,,,
2019,Management Consultant,KPMG,,,,,,https://kpmg.com/ca/en/home/careers.html,,,
2019,Capital Markets Associate,Lending Loop,,,,,,https://www.bankonloop.com/en-ca/careers,,,
2019,Wealth Management Representative,Lending Loop,,,,,,https://www.bankonloop.com/en-ca/careers,,,
2019,Youth Council Coordinator ,Little Mountain Neighborhood House ,,,,,,https://www.lmnhs.bc.ca/careers/,,,
2019,Day Camp Counsellor ,Little Mountain Neighborhood House ,,,,,,https://www.lmnhs.bc.ca/careers/,,,
2019,Customer Support Analyst Intern,Looker,,,,,,https://www.linkedin.com/company/looker/,,,
2019,Administrative Assistant ,Luangpaseuth Corporation Sole Co ltd ,,,,,,,,,
2019,"Senior Auditor, Global Risk and Advisory Services",Lululemon,,,,,,https://careers.lululemon.com/en_US/careers,,,
2019,Key Account Manager,Mark Anthony Group,,,,,,https://markanthony.com/careers,,,
2019,Associate Key Manager,Mark Anthony Group,,,,,,https://markanthony.com/careers,,,
2019,Field Sales,Mark Anthony Group,,,,,,https://markanthony.com/careers,,,
2019,HR Technology Coordinator ,Mark Anthony Group,,,,,,https://markanthony.com/careers,,,
2019,Policy Lab,Max Bell School of Public Policy,,,,,,https://www.mcgill.ca/maxbellschool/careers,,,
2019,Senior Business Analyst,McKinsey & Company,,,,,,https://www.mckinsey.com/careers/home,,,
2019,Business Analyst,McKinsey & Company,,,,,,https://www.mckinsey.com/careers/home,,,
2019,Analyst,McKinsey & Company,,,,,,https://www.mckinsey.com/careers/home,,,
2019,Product Lead,Meta,,,,,,https://www.metacareers.com/,,,
2019,Product Manager,Meta,,,,,,https://www.metacareers.com/,,,
2019,User Expirience Designer ,Microsoft,,,,,,https://careers.microsoft.com/v2/global/en/home.html,,,
2019,Business Development Representative,Mobify,,,,,,https://mobify.tech/career,,,
2019,Fund Manager ,National Social Value Fund ,,,,,,,,,
2019,Associate ,National Social Value Fund ,,,,,,,,,
2019,Project Manager,Navius Research Inc.,,,,,,https://www.naviusresearch.com/careers/,,,
2019,Analyst,Navius Research Inc.,,,,,,https://www.naviusresearch.com/careers/,,,
2019,Public Market Summer Analyst,NOAH HOLDINGS,,,,,,https://ir.noahgroup.com/,,,
2019,Support and Community Outreach Assisstant,North Shore Women's Centre,,,,,,https://www.northshorewomen.ca/,,,
2019,Statistician,OECD-OCDE,,,,,,https://www.oecd.org/en/about/careers.html,,,
2019,Junior Policy Analyst,OECD-OCDE,,,,,,https://www.oecd.org/en/about/careers.html,,,
2019,Trainee,OECD-OCDE,,,,,,https://www.oecd.org/en/about/careers.html,,,
2019,Delivery Manager,Orbis Investments,,,,,,https://www.orbis.com/careers/careers/home,,,
2019,Investment Operations Associate,Orbis Investments,,,,,,https://www.orbis.com/careers/careers/home,,,
2019,Serving Assistant,Original Joe's Restaurant and Bar,,,,,,https://www.originaljoes.ca/en/join-our-team.html,,,
2019,Associate Director,Oxford Seed Fund,,,,,,https://www.sbs.ox.ac.uk/about-us/our-people/work-us,,,
2019,Strategic Advisor,Oxford Strategy Group,,,,,,https://www.oxfordstrategygroup.com/apply,,,
2019,Impact Evaluation Analyst,Pacific Community Resources Society (PCRS),,,,,,https://pcrs.ca/join-our-team/,,,
2019,President,Pacific Educational Access for Kids,,,,,,https://pcrs.ca/join-our-team/,,,
2019,VP of Public Relation,Pacific Educational Access for Kids,,,,,,https://pcrs.ca/join-our-team/,,,
2019,Public Relations Coordinator,Pacific Educational Access for Kids,,,,,,https://pcrs.ca/join-our-team/,,,
2019,Product Manger,Paxos,,,,,,https://www.paxos.com/careers,,,
2019,Senior Associate,PhoenixTree Capital,,,,,,https://www.linkedin.com/company/phoenixtree-capital/about/,,,google was giving me an error about private connection... used linkedin instead
2019,Researcher ,Pragati Abhiyan ,,,,,,https://pragatiabhiyan.org/,,,
2019,Senior Research Specialist ,Princeton University ,,,,,,https://hr.princeton.edu/careers/search-opportunities,,,
2019,Customer Service & Warehouse Support,Pro Source Irrigation Supply,,,,,,https://prosourcesupply.ca/our-team,,,
2019,Co-founder ,Project Kavi ,,,,,,https://www.linkedin.com/company/project-kavi/,,,
2019,Business Leadership Program,Prudential Hong Kong,,,,,,https://www.prudential.com.hk/en/corporate-careers/,,,
2019,Private Equity Summer Analyst ,PT Saratoga Investama Sedaya tbk ,,,,,,https://saratoga-investama.com/career,,,
2019,Data & AI Strategy Consultant,PwC,,,,,,https://jobs-ca.pwc.com/ca/en/home,,,
2019,Consultant Intern,PwC,,,,,,https://jobs-ca.pwc.com/ca/en/home,,,
2019,"Senior Associate, Risk Assurance",PwC,,,,,,https://jobs-ca.pwc.com/ca/en/home,,,
2019,"Associate, Risk Assurance",PwC,,,,,,https://jobs-ca.pwc.com/ca/en/home,,,
2019,Teaching Assistant,Queen's University,,,,,,https://www.queensu.ca/humanresources/apply-jobs,,,
2019,Project Control Officer,RBC,,,,,,https://jobs.rbc.com/ca/en/work-at-rbc,,,
2019,Organizational Change Management Analyst,RBC,,,,,,https://jobs.rbc.com/ca/en/work-at-rbc,,,
2019,Performance Management & Capacity Planning Analyst,RBC,,,,,,https://jobs.rbc.com/ca/en/work-at-rbc,,,
2019,Cash Services Data Analyst,RBC,,,,,,https://jobs.rbc.com/ca/en/work-at-rbc,,,
2019,"Senior Manager, Climate Disclosure & Reporting Strategy ",RBC,,,,,,https://jobs.rbc.com/ca/en/work-at-rbc,,,
2019,Data Analyst,Reicherts and Associates,,,,,,https://reichertandassociates.ca/opportunities/,,,
2019,Resource Development Intern ,Rick Hansen Foundation ,,,,,,https://www.rickhansen.com/about-us/work-us,,,
2019,Implementations Specialist ,Rise People ,,,,,,https://risepeople.com/careers-at-rise/,,,
2019,Summer Intern ,Salama SHEILD Foundation ,,,,,,https://www.salamashield.org/,,,
2019,Technology and Marketing Consultant ,Sally's Brook Wilderness Cabins ,,,,,,https://www.sallysbrook.com/,,,
2019,Product and ESG Specialist ,SAMETRICA ,,,,,,,,,company closed i think
2019,English Teacher,San Pedro Nolasco School Concepcion,,,,,,https://www.cspnc.cl/,,,
2019,Global Exchange Program Intern,Sandbox Startups,,,,,,https://web.sandbox.ing/,,,
2019,Customer Success Manager,SAP,,,,,,https://jobs.sap.com/,,,
2019,Customer Engagement Manager,SAP,,,,,,https://jobs.sap.com/,,,
2019,Business Analyst,SAP,,,,,,https://jobs.sap.com/,,,
2019,Business Process Associate Consultant,SAP,,,,,,https://jobs.sap.com/,,,
2019,Project Manager ,Sartorius,,,,,,https://www.sartorius.com/en/company/careers,,,
2019,Program Coordinator,SceneBox,,,,,,https://www.linkedin.com/company/scenebox/about/,,,
2019,Science Facilitator Assistant,Science World British Columbia,,,,,,https://www.scienceworld.ca/join-our-team/,,,
2019,Volunteer Tsaff ,Self Employed,,,,,,,,,
2019,Senior Associate Datat & Business Intelligence Specialist,Siemens,,,,,,https://www.siemens.com/global/en/company/jobs.html,,,
2019,Data & Business Intelligence Specialist,Siemens,,,,,,https://www.siemens.com/global/en/company/jobs.html,,,
2019,"Work Student, Business Intelligent and Data Analytics",Siemens,,,,,,https://www.siemens.com/global/en/company/jobs.html,,,
2019,Growth,Siftery,,,,,,https://www.linkedin.com/company/siftery/about/,,,
2019,Account Project Manager,Silicon Valley Growth Agents,,,,,,https://www.linkedin.com/company/svga/,,,
2019,Founding Partner & CEO,Sinesis Health,,,,,,https://www.linkedin.com/company/sinensis-health/,,,
2019,Lead Generator,Smart Energy,,,,,,https://www.smartenergy.co/careers,,,
2019,Wealth Management Department Intern,Société Générale,,,,,,https://careers.societegenerale.com/,,,
2019,Tutor,Speedup Education,,,,,,,,,
2019,Technoloy Sales Associate,Staples,,,,,,https://careers.staples.ca/hcmUI/CandidateExperience/en/sites/StaplesCanada,,,
2019,Barista,Starbucks,,,,,,https://careers.starbucks.ca/,,,
2019,Program Coordinator,STEMCELL Technologies,,,,,,https://jobs.stemcell.com/search-jobs,,,
2019,Program Coordinator,STEMCELL Technologies,,,,,,https://jobs.stemcell.com/search-jobs,,,
2019,Co-Founder & COO,Storally,,,,,,,,,
2019,Junior Consultant ,Strategy Consulting Initiative ,,,,,,https://www.linkedin.com/company/strategy-consulting-initiative/,,,
2019,Director of Programs,Student Energy,,,,,,https://studentenergy.org/?gad_source=1&gad_campaignid=689147482&gbraid=0AAAAADmfXHRfN66sPR2LaPHBTs7epwRDn&gclid=CjwKCAiA3L_JBhAlEiwAlcWO5xLEWKRIM4Db2QvMYO10zRZTJbMNuzJTwn3DNl8qSpkZDAX8Rc4vqBoC_EIQAvD_BwE,,,
2019,Director of Community Programs,Student Energy,,,,,,https://studentenergy.org/?gad_source=1&gad_campaignid=689147482&gbraid=0AAAAADmfXHRfN66sPR2LaPHBTs7epwRDn&gclid=CjwKCAiA3L_JBhAlEiwAlcWO5xLEWKRIM4Db2QvMYO10zRZTJbMNuzJTwn3DNl8qSpkZDAX8Rc4vqBoC_EIQAvD_BwE,,,
2019,Global Community Manager ,Student Energy,,,,,,https://studentenergy.org/?gad_source=1&gad_campaignid=689147482&gbraid=0AAAAADmfXHRfN66sPR2LaPHBTs7epwRDn&gclid=CjwKCAiA3L_JBhAlEiwAlcWO5xLEWKRIM4Db2QvMYO10zRZTJbMNuzJTwn3DNl8qSpkZDAX8Rc4vqBoC_EIQAvD_BwE,,,
2019,Leaders Fellowship Coordinator,Student Energy,,,,,,https://studentenergy.org/?gad_source=1&gad_campaignid=689147482&gbraid=0AAAAADmfXHRfN66sPR2LaPHBTs7epwRDn&gclid=CjwKCAiA3L_JBhAlEiwAlcWO5xLEWKRIM4Db2QvMYO10zRZTJbMNuzJTwn3DNl8qSpkZDAX8Rc4vqBoC_EIQAvD_BwE,,,
2019,Operations Analyst,Swyft,,,,,,https://www.linkedin.com/company/useswyft/about/,,,
2019,Custome Service Representative,TD,,,,,,https://careers.td.com/,,,
2019,Manager of Customer Experience,TD,,,,,,https://careers.td.com/,,,
2019,Financial Advisor,TD,,,,,,https://careers.td.com/,,,
2019,Personal Banking Associate,TD,,,,,,https://careers.td.com/,,,
2019,Customer Experience Associate,TD,,,,,,https://careers.td.com/,,,
2019,Outbound Marketing Consultant,Telus,,,,,,https://www.telus.com/en/about/careers?linktype=ge-footer,,,
2019,Summer Student (Sales) ,TELUS ,,,,,,https://www.telus.com/en/about/careers?linktype=ge-footer,,,
2019,Sales Associate ,The Body Shop ,,,,,,https://thebodyshop.ca/pages/careers?srsltid=AfmBOoqSVuJaRI6Fz2sTBYlELUYTYz_5_yNRpWxBH_FboDbG1FsoLSkR,,,
2019,Graduate Research Assistant,The London School of Economics and Political Science (LSE),,,,,,https://info.lse.ac.uk/lse-jobs,,,
2019,Sales Associate,The Running Room,,,,,,https://ca.shop.runningroom.com/en_ca/careers,,,
2019,Sales Associate,The Running Room,,,,,,https://ca.shop.runningroom.com/en_ca/careers,,,
2019,Consultant ,The World Bank,,,,,,https://www.worldbank.org/en/about/careers,,,
2019,Data Scientist,Thumbtack,,,,,,https://careers.thumbtack.com/,,,
2019,"Administration, Customer Service ",TPD,,,,,,https://tpd.com/careers/,,,
2019,Customer Success Manager,Traction Complete,,,,,,https://tractioncomplete.com/careers/,,,
2019,"Junior Transportation Planner, Policy Development",TransLink,,,,,,https://www.translink.ca/about-us/careers,,,
2019,Policy Analyst,Transport Canada,,,,,,https://tc.canada.ca/en/corporate-services/jobs-transport-canada,,,
2019,Policy/Economic Officer,Transport Canada,,,,,,https://tc.canada.ca/en/corporate-services/jobs-transport-canada,,,
2019,Research/Analysis Officer,Transport Canada,,,,,,https://tc.canada.ca/en/corporate-services/jobs-transport-canada,,,
2019,Asset Administrator ,Transport Canada ,,,,,,https://tc.canada.ca/en/corporate-services/jobs-transport-canada,,,
2019,Policy Analyst,Transport Canda,,,,,,https://tc.canada.ca/en/corporate-services/jobs-transport-canada,,,
2019,Administrative Assistant,Transport Canda,,,,,,https://tc.canada.ca/en/corporate-services/jobs-transport-canada,,,
2019,Data Analyst Co-op,Transportation Investment Corporation,,,,,,https://www.ticorp.ca/careers/,,,
2019,Associate Corporate Accountant,Transportation Investment Corporation,,,,,,https://www.ticorp.ca/careers/,,,
2019,Finance Clerk,Transportation Investment Corporation,,,,,,https://www.ticorp.ca/careers/,,,
2019,Business Assistant,TriTech Controls,,,,,,https://www.linkedin.com/company/tritech-controls/about/,,,
